00003	-2.60316	-10.9018	1.8212	378.407	197.074	91.2978	-67.0995	900.081
00004	-2.9827	-11.2188	2.36576	378.343	196.763	91.2045	-67.5906	900.142
00005	-2.90894	-11.2805	1.55915	378.696	196.304	91.7721	-68.3194	900.298
00006	-2.69134	-11.3086	1.59942	378.404	196.204	91.3165	-68.477	900.313
00007	-2.10872	-11.2541	2.34266	378.064	195.967	90.8335	-68.8835	900.786
00008	-1.96196	-11.3352	2.03209	378.156	196.444	90.9254	-68.0984	900.271
00009	-2.37007	-11.0332	1.79724	378.391	196.493	91.2995	-68.028	900.342
00010	-2.26586	-11.4116	1.58328	378.402	196.584	91.2929	-67.8675	900.103
00011	-1.57404	-11.1928	1.85593	378.136	196.648	90.8762	-67.7666	900.093
00012	-2.05437	-10.9713	1.91792	378.101	196.739	90.8449	-67.6411	900.324
00013	-2.29282	-11.3688	1.14708	378.652	196.617	91.6774	-67.8105	900.045
00014	-2.42935	-11.4101	1.34063	378.696	196.659	91.732	-67.7347	899.904
00015	-2.60017	-11.2892	1.70445	378.611	196.829	91.5914	-67.4627	899.821
00016	-2.03697	-11.1768	2.22741	378.287	196.877	91.097	-67.3974	899.941
00017	-2.53191	-10.9458	1.81776	378.466	197.472	91.3461	-66.4455	899.65
00018	-1.58825	-10.877	1.53866	378.66	196.939	91.6693	-67.2917	899.834
00019	-2.59247	-11.088	1.34387	379.057	196.786	92.2886	-67.5307	899.825
00020	-2.03012	-11.196	1.26126	378.763	196.883	91.8335	-67.3822	899.878
00021	-2.37434	-11.1126	1.22868	379.046	197.217	92.2594	-66.8478	899.71
00022	-2.33642	-11.0299	1.28023	379.013	197.23	92.2305	-66.845	899.941
00023	-2.95228	-11.2691	1.46106	379.035	196.888	92.2551	-67.3719	899.832
00024	-2.63441	-11.2948	1.55006	378.884	197.154	92.0032	-66.9454	899.689
00025	-2.8168	-11.0571	1.6331	378.917	197.042	92.0747	-67.1343	899.883
00026	-2.14959	-11.0781	1.28696	378.913	196.907	92.0804	-67.3551	900.001
00027	-2.40361	-11.2975	1.26482	378.966	197.452	92.1267	-66.4757	899.641
00028	-2.95593	-10.929	1.20551	379.171	196.984	92.5165	-67.2574	900.319
00029	-3.15561	-11.0301	2.08198	378.968	196.987	92.18	-67.2379	900.121
00030	-2.17088	-11.3347	1.4076	378.893	196.711	92.0591	-67.6676	900.098
00031	-3.24536	-11.3288	1.57148	379.114	196.43	92.4383	-68.1315	900.416
00032	-3.15796	-11.3738	1.65811	379.104	196.942	92.3996	-67.3152	900.201
00033	-3.01223	-10.9939	1.60371	379.117	196.913	92.4408	-67.374	900.396
00034	-2.89908	-10.9682	1.65085	379.167	197.331	92.5043	-66.7095	900.251
00035	-3.34808	-11.2116	1.86719	379.139	196.42	92.5306	-68.1862	900.931
00036	-3.45923	-11.2209	1.94429	379.113	196.562	92.4795	-67.957	900.842
00037	-3.67011	-11.3275	1.67117	379.227	196.625	92.652	-67.8545	900.787
00038	-3.20043	-11.4257	1.44429	379.329	197.04	92.7608	-67.167	900.28
00039	-2.91013	-11.5567	1.38829	379.247	196.868	92.6495	-67.4486	900.453
00040	-3.16439	-11.064	1.44873	379.316	196.58	92.8194	-67.9441	901.053
00041	-3.45338	-11.196	1.81358	379.108	196.564	92.4858	-67.9647	900.978
00042	-2.7577	-11.4086	1.6075	379.193	196.914	92.5785	-67.3872	900.578
00043	-2.48056	-11.2436	1.68433	379.135	196.62	92.5128	-67.8644	900.823
00044	-3.18235	-11.0743	1.58331	379.337	196.818	92.8327	-67.5582	900.863
00045	-2.66703	-11.2192	1.55511	379.238	196.873	92.6739	-67.4688	900.826
00046	-2.20225	-11.0357	1.51822	379.152	196.928	92.5462	-67.3889	900.895
00047	-2.17004	-11.1541	2.05883	378.91	196.685	92.1903	-67.7854	901.112
00048	-3.42624	-11.1572	2.03801	379.269	196.504	92.7416	-68.0602	901.016
00049	-3.44337	-11.295	2.43489	379.118	196.58	92.5153	-67.9482	901.103
00050	-2.96471	-11.3837	2.21486	379.102	196.477	92.4978	-68.1166	901.189
00051	-2.83707	-11.2962	1.90714	379.22	196.548	92.7009	-68.0178	901.366
00052	-2.5328	-11.3454	2.29157	379.095	196.446	92.4906	-68.1671	901.219
00053	-2.95346	-11.4846	1.79206	379.071	195.953	92.4762	-68.9557	901.445
00054	-3.09748	-11.602	2.22722	378.834	196.215	92.0911	-68.536	901.31
00055	-2.41466	-12.3185	2.92799	378.395	195.265	91.4228	-70.0366	901.5
00056	-2.76006	-12.8359	4.38016	377.591	194.687	90.1886	-70.9602	901.738
00057	-2.81825	-13.5428	5.83454	376.423	194.058	88.3588	-71.9448	901.729
00058	-2.33342	-14.0903	7.44324	375.173	193.609	86.4056	-72.6517	901.772
00059	-4.0642	-15.1758	8.89331	373.763	193.091	84.1819	-73.4507	901.618
00060	-2.62042	-15.9519	11.7359	371.779	192.481	81.1189	-74.4443	902.093
00061	-2.93762	-17.1059	14.9067	369.815	191.788	78.0602	-75.5483	902.312
00062	-3.55508	-17.7156	16.1686	368.547	191.943	76.1047	-75.3361	902.676
00063	-3.2268	-19.0075	18.1174	366.646	191.039	73.1903	-76.8232	903.497
00064	-3.00788	-19.5186	19.2228	365.769	191.039	71.8581	-76.8692	904.034
00065	-3.58129	-20.6274	21.4994	364.71	190.413	70.285	-77.9506	905.187
