00003	-2.60316	-10.9018	1.8212	363.982	212.442	91.2978	-67.0995	900.081
00004	-2.9827	-11.2188	2.36576	363.923	212.159	91.2045	-67.5906	900.142
00005	-2.90894	-11.2805	1.55915	364.245	211.738	91.7721	-68.3194	900.298
00006	-2.69134	-11.3086	1.59942	363.978	211.649	91.3165	-68.477	900.313
00007	-2.10872	-11.2541	2.34266	363.674	211.433	90.8335	-68.8835	900.786
00008	-1.96196	-11.3352	2.03209	363.752	211.869	90.9254	-68.0984	900.271
00009	-2.37007	-11.0332	1.79724	363.968	211.912	91.2995	-68.028	900.342
00010	-2.26586	-11.4116	1.58328	363.975	211.995	91.2929	-67.8675	900.103
00011	-1.57404	-11.1928	1.85593	363.733	212.055	90.8762	-67.7666	900.093
00012	-2.05437	-10.9713	1.91792	363.705	212.138	90.8449	-67.6411	900.324
00013	-2.29282	-11.3688	1.14708	364.203	212.025	91.6774	-67.8105	900.045
00014	-2.42935	-11.4101	1.34063	364.241	212.063	91.732	-67.7347	899.904
00015	-2.60017	-11.2892	1.70445	364.163	212.219	91.5914	-67.4627	899.821
00016	-2.03697	-11.1768	2.22741	363.869	212.263	91.097	-67.3974	899.941
00017	-2.53191	-10.9458	1.81776	364.031	212.806	91.3461	-66.4455	899.65
00018	-1.58825	-10.877	1.53866	364.209	212.319	91.6693	-67.2917	899.834
00019	-2.59247	-11.088	1.34387	364.57	212.178	92.2886	-67.5307	899.825
00020	-2.03012	-11.196	1.26126	364.303	212.268	91.8335	-67.3822	899.878
00021	-2.37434	-11.1126	1.22868	364.561	212.571	92.2594	-66.8478	899.71
00022	-2.33642	-11.0299	1.28023	364.534	212.582	92.2305	-66.845	899.941
00023	-2.95228	-11.2691	1.46106	364.551	212.271	92.2551	-67.3719	899.832
00024	-2.63441	-11.2948	1.55006	364.412	212.514	92.0032	-66.9454	899.689
00025	-2.8168	-11.0571	1.6331	364.444	212.412	92.0747	-67.1343	899.883
00026	-2.14959	-11.0781	1.28696	364.441	212.288	92.0804	-67.3551	900.001
00027	-2.40361	-11.2975	1.26482	364.488	212.786	92.1267	-66.4757	899.641
00028	-2.95593	-10.929	1.20551	364.682	212.356	92.5165	-67.2574	900.319
00029	-3.15561	-11.0301	2.08198	364.495	212.361	92.18	-67.2379	900.121
00030	-2.17088	-11.3347	1.4076	364.424	212.109	92.0591	-67.6676	900.098
00031	-3.24536	-11.3288	1.57148	364.629	211.851	92.4383	-68.1315	900.416
00032	-3.15796	-11.3738	1.65811	364.619	212.318	92.3996	-67.3152	900.201
00033	-3.01223	-10.9939	1.60371	364.634	212.292	92.4408	-67.374	900.396
00034	-2.89908	-10.9682	1.65085	364.68	212.673	92.5043	-66.7095	900.251
00035	-3.34808	-11.2116	1.86719	364.66	211.84	92.5306	-68.1862	900.931
00036	-3.45923	-11.2209	1.94429	364.635	211.97	92.4795	-67.957	900.842
00037	-3.67011	-11.3275	1.67117	364.738	212.027	92.652	-67.8545	900.787
00038	-3.20043	-11.4257	1.44429	364.827	212.407	92.7608	-67.167	900.28
00039	-2.91013	-11.5567	1.38829	364.753	212.25	92.6495	-67.4486	900.453
00040	-3.16439	-11.064	1.44873	364.824	211.985	92.8194	-67.9441	901.053
00041	-3.45338	-11.196	1.81358	364.632	211.971	92.4858	-67.9647	900.978
00042	-2.7577	-11.4086	1.6075	364.706	212.291	92.5785	-67.3872	900.578
00043	-2.48056	-11.2436	1.68433	364.655	212.023	92.5128	-67.8644	900.823
00044	-3.18235	-11.0743	1.58331	364.841	212.202	92.8327	-67.5582	900.863
00045	-2.66703	-11.2192	1.55511	364.751	212.253	92.6739	-67.4688	900.826
00046	-2.20225	-11.0357	1.51822	364.673	212.303	92.5462	-67.3889	900.895
00047	-2.17004	-11.1541	2.05883	364.455	212.082	92.1903	-67.7854	901.112
00048	-3.42624	-11.1572	2.03801	364.78	211.916	92.7416	-68.0602	901.016
00049	-3.44337	-11.295	2.43489	364.644	211.986	92.5153	-67.9482	901.103
00050	-2.96471	-11.3837	2.21486	364.629	211.891	92.4978	-68.1166	901.189
00051	-2.83707	-11.2962	1.90714	364.74	211.955	92.7009	-68.0178	901.366
00052	-2.5328	-11.3454	2.29157	364.624	211.863	92.4906	-68.1671	901.219
00053	-2.95346	-11.4846	1.79206	364.603	211.413	92.4762	-68.9557	901.445
00054	-3.09748	-11.602	2.22722	364.385	211.653	92.0911	-68.536	901.31
00055	-2.41466	-12.3185	2.92799	363.982	210.789	91.4228	-70.0366	901.5
00056	-2.76006	-12.8359	4.38016	363.249	210.265	90.1886	-70.9602	901.738
00057	-2.81825	-13.5428	5.83454	362.18	209.697	88.3588	-71.9448	901.729
00058	-2.33342	-14.0903	7.44324	361.037	209.293	86.4056	-72.6517	901.772
00059	-4.0642	-15.1758	8.89331	359.744	208.828	84.1819	-73.4507	901.618
00060	-2.62042	-15.9519	11.7359	357.938	208.28	81.1189	-74.4443	902.093
00061	-2.93762	-17.1059	14.9067	356.145	207.657	78.0602	-75.5483	902.312
00062	-3.55508	-17.7156	16.1686	354.994	207.803	76.1047	-75.3361	902.676
00063	-3.2268	-19.0075	18.1174	353.267	206.985	73.1903	-76.8232	903.497
00064	-3.00788	-19.5186	19.2228	352.475	206.987	71.8581	-76.8692	904.034
00065	-3.58129	-20.6274	21.4994	351.523	206.419	70.285	-77.9506	905.187
00066	-3.23102	-21.1587	23.1718	350.618	205.75	68.7945	-79.2161	906.45
00067	-4.24587	-22.4563	24.8587	349.865	205.143	67.5613	-80.373	907.672
00068	-3.96694	-22.8623	25.9226	349.321	204.837	66.6918	-81.0251	909.077
00069	-3.55106	-24.3628	27.7673	347.727	204.491	63.9664	-81.6985	909.769
00070	-4.76285	-25.4489	29.6686	346.871	204.01	62.5696	-82.7023	911.676
00071	-4.18702	-25.9225	31.9506	345.733	204.32	60.6323	-82.2584	912.679
00072	-5.66862	-26.3164	32.9969	345.34	204.287	60.028	-82.4837	914.62
00073	-6.94924	-27.6462	34.6523	344.633	203.784	58.8806	-83.5466	916.69
00074	-7.47842	-28.2731	35.2851	343.742	203.912	57.342	-83.3684	917.138
00075	-8.1427	-29.2902	37.1818	343.057	203.351	56.2209	-84.528	919.121
00076	-9.38017	-30.4123	37.5752	342.857	203.284	55.8971	-84.7119	919.869
00077	-7.71188	-30.7809	38.3698	341.848	203.271	54.1435	-84.7785	920.261
00078	-7.96111	-31.1794	38.4727	342.201	202.8	54.7996	-85.6902	921.276
