00003	-6.41349	-0.640255	9.31435	347.558	220.505	43.4019	-30.7038	906.864
00004	-6.76448	-0.740889	9.66929	347.314	220.402	43.0202	-30.8683	906.94
00005	-6.68167	-0.811169	9.59879	347.325	220.591	43.0255	-30.5611	906.659
00006	-6.48908	-0.910148	9.42904	347.251	220.441	42.9087	-30.7977	906.661
00007	-7.3688	-1.12252	10.0385	347.341	220.561	43.0335	-30.5965	906.301
00008	-7.25959	-1.08074	10.0551	347.286	220.021	42.9554	-31.4524	906.485
00009	-7.10605	-0.928173	9.87632	347.413	220.93	43.1313	-30.0042	905.967
00010	-6.69131	-0.81373	9.99394	347.256	220.603	42.8778	-30.5134	905.83
00011	-7.277	-0.968173	9.83474	347.498	220.93	43.2485	-29.9925	905.629
00012	-6.78411	-0.658138	9.5662	347.361	221.034	43.0346	-29.8306	905.679
00013	-6.34381	-0.619792	9.9869	347.136	221.003	42.6765	-29.8762	905.565
00014	-7.15926	-0.722462	9.59008	347.407	221	43.0971	-29.8771	905.456
00015	-6.82646	-0.742843	9.76613	347.178	220.927	42.7454	-29.9988	905.655
00016	-6.94388	-0.631129	9.79166	347.22	220.811	42.8149	-30.1824	905.709
00017	-6.83967	-0.68592	9.90575	347.096	220.918	42.6179	-30.0131	905.673
00018	-6.67785	-0.726014	9.80549	346.997	220.985	42.4619	-29.9084	905.675
00019	-7.22878	-0.988766	10.7751	346.871	220.706	42.2726	-30.3525	905.841
00020	-6.51966	-0.830728	10.7539	346.48	220.52	41.6639	-30.6496	906.005
00021	-6.90043	-0.879703	11.0844	346.363	220.773	41.4805	-30.2516	905.996
00022	-6.65621	-1.05305	11.4319	346.044	220.76	40.9722	-30.2677	905.869
00023	-6.46057	-1.03552	11.545	345.822	220.846	40.6247	-30.1343	905.894
00024	-6.37941	-0.993788	12.0141	345.658	220.798	40.3597	-30.2041	905.745
00025	-6.32459	-1.02055	12.2762	345.198	220.6	39.6379	-30.517	905.799
00026	-6.74692	-1.51617	12.7039	345.015	220.632	39.3371	-30.457	905.49
00027	-5.89771	-1.71558	13.8743	344.044	219.706	37.8172	-31.9192	905.669
00028	-4.92456	-2.49128	16.1873	342.206	219.438	34.9233	-32.3377	905.597
00029	-4.54079	-2.80945	17.6635	341.305	218.704	33.5193	-33.5046	905.936
00030	-4.19759	-3.41729	18.5642	340.344	218.763	32.0119	-33.417	906.081
00031	-3.96004	-3.90363	19.4341	339.62	218.832	30.8789	-33.3148	906.228
00032	-4.68552	-4.16236	20.5305	338.75	218.278	29.5261	-34.2064	906.76
00033	-4.76976	-5.10762	22.0646	337.803	217.518	28.0436	-35.4137	907.03
00034	-4.79271	-5.28443	23.1016	337.016	217.486	26.825	-35.4935	907.765
00035	-4.50668	-6.22052	24.168	335.919	217.123	25.0997	-36.0693	907.884
00036	-4.83404	-6.7754	25.1409	335.141	216.3	23.8897	-37.3931	908.511
00037	-4.25033	-6.97288	25.165	334.676	216.282	23.1616	-37.4319	908.767
00038	-4.28425	-7.61389	26.428	333.813	215.19	21.8218	-39.1951	909.697
00039	-4.29358	-9.313	27.0962	332.365	213.957	19.5457	-41.1669	910.218
00040	-3.75793	-10.2346	28.1289	331.846	213.056	18.7388	-42.6199	910.827
00041	-3.72131	-10.5875	28.814	331.548	212.706	18.281	-43.2085	911.558
00042	-2.9611	-10.8833	28.9015	331.192	212.617	17.7238	-43.3636	911.875
00043	-3.08538	-11.1636	29.0979	331.13	212.216	17.6368	-44.0255	912.41
00044	-4.41995	-11.9714	28.9289	331.18	211.978	17.7241	-44.4245	912.873
00045	-3.56094	-12.3953	29.1299	330.775	211.511	17.088	-45.1804	913.176
